FEN:ID,Function Code,composition count before accumulation,composition count after accumulation
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:PausableToken:approve(address,uint256)","  function approve(
    address _spender,
    uint256 _value
  )
    public
    whenNotPaused
    returns (bool)
  {
    return super.approve(_spender, _value);
  }
",0,3
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:PausableToken:increaseApproval(address,uint256)","  function increaseApproval(
    address _spender,
    uint _addedValue
  )
    public
    whenNotPaused
    returns (bool success)
  {
    return super.increaseApproval(_spender, _addedValue);
  }
",0,3
"0x07cfd708477ad18e4b54ece3b2473bf4f570fd8a/ERC20Template.sol:PausableToken:decreaseApproval(address,uint256)","  function decreaseApproval(
    address _spender,
    uint _subtractedValue
  )
    public
    whenNotPaused
    returns (bool success)
  {
    return super.decreaseApproval(_spender, _subtractedValue);
  }
",0,3
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:SafeMath:div(uint256,uint256)","    function div(uint256 a, uint256 b) internal pure returns (uint256) {
        uint256 c = a / b;
        return c;
    }
",1,624
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:SafeMath:sub(uint256,uint256)","    function sub(uint256 a, uint256 b) internal pure returns (uint256) {
        assert(b <= a);
        return a - b;
    }
",10,5487
0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:Ownable:Ownable(),"    function Ownable() public {
        owner = msg.sender;
    }
",0,34
0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:Ownable:onlyOwner(),"    modifier onlyOwner() {
        require(msg.sender == owner);
        _;
    }
",18,8910
0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:Ownable:isOwner(),"    function isOwner() internal view returns(bool success) {
        if (msg.sender == owner) return true;
        return false;
    }
",2,4
0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:Ownable:transferOwnership(address),"    function transferOwnership(address newOwner) onlyOwner public {
        require(newOwner != address(0));
        OwnershipTransferred(owner, newOwner);
        owner = newOwner;
    }
",0,65
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:BasicToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) public returns (bool) {
        require(_to != address(0));
        require(_value <= balances[msg.sender]);
        balances[msg.sender] = balances[msg.sender].sub(_value);
        balances[_to] = balances[_to].add(_value);
        Transfer(msg.sender, _to, _value);
        return true;
    }
",1,324
0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:BasicToken:balanceOf(address),"    function balanceOf(address _owner) public view returns (uint256 balance) {
        return balances[_owner];
    }
",0,226
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {
        require(_to != address(0));
        require(_value <= balances[_from]);
        require(_value <= allowed[_from][msg.sender]);

        balances[_from] = balances[_from].sub(_value);
        balances[_to] = balances[_to].add(_value);
        allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
        Transfer(_from, _to, _value);
        return true;
    }
",1,252
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:StandardToken:approve(address,uint256)","    function approve(address _spender, uint256 _value) public returns (bool) {
        allowed[msg.sender][_spender] = _value;
        Approval(msg.sender, _spender, _value);
        return true;
    }
",0,316
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:StandardToken:allowance(address,address)","    function allowance(address _owner, address _spender) public view returns (uint256) {
        return allowed[_owner][_spender];
    }
",0,6
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:StandardToken:increaseApproval(address,uint256)","    function increaseApproval(address _spender, uint _addedValue) public returns (bool) {
        allowed[msg.sender][_spender] = allowed[msg.sender][_spender].add(_addedValue);
        Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
        return true;
    }
",0,172
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:StandardToken:decreaseApproval(address,uint256)","    function decreaseApproval(address _spender, uint _subtractedValue) public returns (bool) {
        uint oldValue = allowed[msg.sender][_spender];
        if (_subtractedValue > oldValue) {
            allowed[msg.sender][_spender] = 0;
        } else {
            allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
        }
        Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
        return true;
    }
",0,172
0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:msc:_isUserInternalLock(),"    function _isUserInternalLock() internal view returns (bool) {

        return getAccountLockState(msg.sender);

    }
",3,6
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:msc:freezeAccount(address,bool)","    function freezeAccount(address target, bool freeze) onlyOwner public {
        frozenAccount[target] = freeze;
        FrozenFunds(target, freeze);
    }
",0,1
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:msc:transferFromAdmin(address,address,uint256)","    function transferFromAdmin(address _from, address _to, uint256 _value) onlyOwner public returns (bool) {
        require(_to != address(0));
        require(_value <= balances[_from]);

        balances[_from] = balances[_from].sub(_value);
        balances[_to] = balances[_to].add(_value);
        Transfer(_from, _to, _value);
        return true;
    }
",0,11
"0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:msc:lockInternalAccount(address,bool,uint256)","    function lockInternalAccount(address _target, bool _lock, uint256 _releaseTime) onlyOwner public {
        require(_target != address(0));

        internalLockAccount[_target] = _lock;
        releaseLockAccount[_target] = _releaseTime;

    }
",1,2
0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:msc:getAccountLockState(address),"    function getAccountLockState(address _target) public view returns(bool) {
        if(enableInternalLock && internalLockAccount[_target]){
            if((releaseLockAccount[_target] > 0)&&(releaseLockAccount[_target]<block.timestamp)){
                return false;
            }
            return true;
        }
        return false;

    }
",1,2
0x6bc8b04d3904967989b0f2bc91b32494f36f82c2/msc.sol:msc:buy(),"    function buy() payable public returns (bool){


        uint256 amount = msg.value.mul(buyExchangeRate);

        require(!stopBuy);
        require(amount <= balances[owner]);

        balances[owner] = balances[owner].sub(amount);
        balances[msg.sender] = balances[msg.sender].add(amount);

        soldSupply = soldSupply.add(amount);
        buySupply = buySupply.add(amount);

        Transfer(owner, msg.sender, amount);
        return true;
    }
",1,2
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:SafeMath:mul(uint256,uint256)","  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    if (a == 0) {
      return 0;
    }
    uint256 c = a * b;
    assert(c / a == b);
    return c;
  }
",0,1101
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",0,624
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:SafeMath:sub(uint256,uint256)","  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }
",3,5487
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:SafeMath:add(uint256,uint256)","  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }
",3,5961
0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:Ownable:onlyOwner(),"  modifier onlyOwner() {
    require(msg.sender == owner);
    _;
  }
",1,8910
0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:Ownable:transferOwnership(address),"  function transferOwnership(address newOwner) public onlyOwner {
    require(newOwner != address(0));
    emit OwnershipTransferred(owner, newOwner);
    owner = newOwner;
  }
",0,65
0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:BasicToken:totalSupply(),"  function totalSupply() public view returns (uint256) {
    return totalSupply_;
  }
",0,13
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:BasicToken:transfer(address,uint256)","  function transfer(address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));
    require(_value <= balances[msg.sender]);
    balances[msg.sender] = balances[msg.sender].sub(_value);
    balances[_to] = balances[_to].add(_value);
    emit Transfer(msg.sender, _to, _value);
    return true;
  }
",0,329
0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:BasicToken:balanceOf(address),"  function balanceOf(address _owner) public view returns (uint256 balance) {
    return balances[_owner];
  }
",0,226
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:StandardToken:transferFrom(address,address,uint256)","  function transferFrom(address _from, address _to, uint256 _value) public returns (bool) {
    require(_to != address(0));
    require(_value <= balances[_from]);
    require(_value <= allowed[_from][msg.sender]);

    balances[_from] = balances[_from].sub(_value);
    balances[_to] = balances[_to].add(_value);
    allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_value);
    emit Transfer(_from, _to, _value);
    return true;
  }
",0,253
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:StandardToken:approve(address,uint256)","  function approve(address _spender, uint256 _value) public returns (bool) {
    allowed[msg.sender][_spender] = _value;
    emit Approval(msg.sender, _spender, _value);
    return true;
  }
",0,316
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:StandardToken:allowance(address,address)","  function allowance(address _owner, address _spender) public view returns (uint256) {
    return allowed[_owner][_spender];
  }
",0,6
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:StandardToken:increaseApproval(address,uint256)","  function increaseApproval(address _spender, uint _addedValue) public returns (bool) {
    allowed[msg.sender][_spender] = allowed[msg.sender][_spender].add(_addedValue);
    emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
",0,172
"0x3ee426bb8828d335a75f3e0ff5b961bd3122dd53/Bitbex.sol:StandardToken:decreaseApproval(address,uint256)","  function decreaseApproval(address _spender, uint _subtractedValue) public returns (bool) {
    uint oldValue = allowed[msg.sender][_spender];
    if (_subtractedValue > oldValue) {
      allowed[msg.sender][_spender] = 0;
    } else {
      allowed[msg.sender][_spender] = oldValue.sub(_subtractedValue);
    }
    emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
",0,172
"0x1e83b1dce0193d8323ce3160fe4b1653dce49253/ADZbuzzCommunityToken.sol:SafeMath:safeAdd(uint256,uint256)","        function safeAdd(uint a, uint b) public pure returns (uint c) {
            c = a + b;
            require(c >= a);
        }
",2,560
