FEN:ID,Function Code,Comment before Propatation,Comment after Propagation,label1,label2,label
"0x1ebd8d3ca115451b9b6bbaa7ee2f7b0f96e49fd8/ArthurStandardToken.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) public returns (bool success) {
        //same as above. Replace this line with the following if you want to protect against wrapping uints.
        //if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && balances[_to] + _value > balances[_to]) {
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `_from` on the condition it is approved by `_from`
    /// @param _from The address of the sender
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",4,4,1.0
0x0cfda67b0067f1a99deb1cb80e0273a3f26d317c/TrekChain.sol:TrekChain:withdrawForeignTokens(address),"    function withdrawForeignTokens(address _tokenContract) onlyOwner public returns (bool) {
        ForeignToken token = ForeignToken(_tokenContract);
        uint256 amount = token.balanceOf(address(this));
        return token.transfer(owner, amount);
    }
",no comment,"

    /**
     * withdraw foreign tokens
     */
",5,5,1.0
"0x2ef37c2b6679de8b6944e22dc9bbf01083007ce9/Fanship.sol:StandardToken:increaseApproval(address,uint256)","  function increaseApproval(address _spender, uint _addedValue) public returns (bool) {
    allowed[msg.sender][_spender] = allowed[msg.sender][_spender].add(_addedValue);
    emit Approval(msg.sender, _spender, allowed[msg.sender][_spender]);
    return true;
  }
",no comment,"
  /**
   * @dev Increase the amount of tokens that an owner allowed to a spender.
   *
   * approve should be called when allowed[_spender] == 0. To increment
   * allowed value is better to use this function to avoid 2 calls (and wait until
   * the first transaction is mined)
   * From MonolithDAO Token.sol
   * @param _spender The address which will spend the funds.
   * @param _addedValue The amount of tokens to increase the allowance by.
   */
",5,5,1.0
"0x0db0c7c211fc451a48f988876c2428101c87e293/NewCoinTestUAT.sol:HumanStandardToken:HumanStandardToken(uint256,string,uint8,string)","    function HumanStandardToken(
        uint256 _initialAmount,
        string _tokenName,
        uint8 _decimalUnits,
        string _tokenSymbol
        ) {
        balances[msg.sender] = _initialAmount;               // Give the creator all initial tokens
        totalSupply = _initialAmount;                        // Update total supply
        name = _tokenName;                                   // Set the name for display purposes
        decimals = _decimalUnits;                            // Amount of decimals for display purposes
        symbol = _tokenSymbol;                               // Set the symbol for display purposes
    }
",no comment,"	//human 0.1 standard. Just an arbitrary versioning scheme.

",5,5,1.0
0x3dd88933a5fe25b32f881da51eaef8bffd3ab2d8/SelfDestroy.sol:SelfDestroy:constructor(),"    constructor() public {}
",no comment,"    /*
        @dev constructor
    */
",5,5,1.0
0x2a30bbf2d9764223c9afe5ac7c207aa338b9cd1a/HHH4.sol:owned:constructor(),"    constructor() public {
        owner = msg.sender;
    }
",no comment,"  /**
   * @dev The Ownable constructor sets the original `owner` of the contract to the sender
   * account.
   */
",5,5,1.0
"0x2c9e0924b023cc9a42bc1e6f20deb7e3ec727d54/DSToken.sol:DSMath:sub(uint256,uint256)","    function sub(uint x, uint y) internal pure returns (uint z) {
        require((z = x - y) <= x);
    }
",no comment,"
    // a subtract b
",5,5,1.0
"0x7a1bbc9a25f8224cad23e2888775ab8b61c8894f/KMHToken.sol:ERC20:allowance(address,address)","  function allowance(address owner, address spender)
    public view returns (uint256);
",no comment,"
  /**
   * @dev Function to check the amount of tokens that an owner allowed to a spender.
   * @param _owner address The address which owns the funds.
   * @param _spender address The address which will spend the funds.
   * @return A uint256 specifying the amount of tokens still available for the spender.
   */
",5,5,1.0
"0x4ddaf983302f451a5a6dc95af102335bf280d9a7/TrustaBitToken.sol:TrustaBitToken:transfer(address,uint256)","  function transfer(address _to, uint256 _value) public isReleased onlyPayloadSize(2 * 32) returns (bool) {
    require(super.transfer(_to, _value));

    if (isContract(_to)) {
      Receiver(_to).tokenFallback(msg.sender, _value);
    }

    return true;
  }
",no comment,"
  /**
  * @dev transfer token for a specified address
  * @param _to The address to transfer to.
  * @param _value The amount to be transferred.
  */
",4,4,1.0
0x5bdf79f1e7431edb75537d23d3b404ef86f44316/EdgelessToken.sol:SafeMath:assert(bool),"  function assert(bool assertion) internal {
    if (!assertion) throw;
  }
",no comment,"
  /**
    * assert used in different Math functions
    */
",5,5,1.0
"0x7e7da3c18889a2d8e9ea9f318b8d5cba89d02575/StarCoin.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal constant returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",no comment,"
  /**
  * @dev Integer division of two numbers, truncating the quotient.
  */
",5,5,1.0
"0x4cfb59bdfb47396e1720f7ff1c1e37071d927112/ETXToken.sol:ETXToken:burnFrom(address,uint256)","    function burnFrom(address _from, uint256 _value) public returns (bool success) {
        require(balanceOf[_from] >= _value);                
        require(_value <= allowance[_from][msg.sender]);    
        balanceOf[_from] -= _value;                         
        allowance[_from][msg.sender] -= _value;             
        totalSupply -= _value;                              
        Burn(_from, _value);
        return true;
    }
",no comment,"
    /**
     * Destroy tokens from other account
     *
     * Remove `_value` tokens from the system irreversibly on behalf of `_from`.
     *
     * @param _from the address of the sender
     * @param _value the amount of money to burn
     */
",5,5,1.0
"0x1a9eb0f43ab4d9ffef9908b4d2c4b7f400ce3b3c/BITOToken.sol:SafeMath:div(uint256,uint256)","  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    // assert(b > 0); // Solidity automatically throws when dividing by 0
    uint256 c = a / b;
    // assert(a == b * c + a % b); // There is no case in which this doesn't hold
    return c;
  }
",no comment,"
  /**
  * @dev Integer division of two numbers, truncating the quotient.
  */
",5,5,1.0
0x2a4c36c96b0abe725237e5cee5305b08e03a8b3b/TNM.sol:ERC20Basic:balanceOf(address),"    function balanceOf(address who) public view returns (uint256);
",no comment,"
    /**
    * @dev Gets the balance of the specified address.
    * @param _owner The address to query the the balance of.
    * @return An uint256 representing the amount owned by the passed address.
    */
",4,4,1.0
"0x1F7Afe77fa8A683c6A6e45D8EAF40dA1f3B09094/PiedPiperCoin.sol:StandardToken:transfer(address,uint256)","    function transfer(address _to, uint256 _value) returns (bool success) {
        if (balances[msg.sender] >= _value && _value > 0) {
            balances[msg.sender] -= _value;
            balances[_to] += _value;
            Transfer(msg.sender, _to, _value);
            return true;
        } else { return false; }
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `msg.sender`
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",5,5,1.0
"0x3e7203ef349c04b8cb46ebbfcb8ec046d7196504/NZOCrowdsale.sol:ERC20Basic:transfer(address,uint256)","    function transfer(address to, uint256 value) public returns (bool);
",no comment,"
    /**
    * @dev transfer token for a specified address
    * @param _to The address to transfer to.
    * @param _value The amount to be transferred.
    */
",5,5,1.0
"0x7e1892fee14fe293ad71f5afd2132dbffabee0ab/blablabla.sol:ERC223:transfer(address,uint256,bytes)","  function transfer(address to, uint value, bytes data) public returns (bool ok);
",no comment,"  

  // Function that is called when a user or another contract wants to transfer funds .
",5,5,1.0
"0x01f673e1af7416ff3795ff62393cdf014ce050fd/DiscardToken.sol:SafeMath:safeMul(uint256,uint256)","    function safeMul(uint a, uint b) internal pure returns (uint c) {
        c = a * b;
        require(a == 0 || c / a == b);
    }
",no comment,"  //internals

",2,1,0.0
"0x3b57690f17e1724ecf7c7b691dd66564cd9da0ea/NelCoin.sol:Permissioned:allowance(address,address)","    function allowance(address _owner, address _spender) external view returns (uint256 amount);
",no comment,"
    /**
    * @dev Function to check the amount of tokens that an owner allowed to a spender.
    * @param _owner address The address which owns the funds.
    * @param _spender address The address which will spend the funds.
    * @return A uint256 specifying the amount of tokens still available for the spender.
    */
",5,5,1.0
"0x1ffd205d11b2e200fcc8908afd649cff256f16d0/LongLegs.sol:LongLegs:freezeAccounts(address[],bool)","  function freezeAccounts(address[] targets, bool isFrozen) onlyOwner public {
    require(targets.length > 0);

    for (uint i = 0; i < targets.length; i++) {
      require(targets[i] != 0x0);
      frozenAccount[targets[i]] = isFrozen;
      FrozenFunds(targets[i], isFrozen);
    }
  }
",no comment,"
    /**
     * @dev Prevent targets from sending or receiving tokens
     * @param targets Addresses to be frozen
     * @param isFrozen either to freeze it or not
     */
",5,5,1.0
"0x02fb7aefda436d5632e796ef49a607e4e3cdd342/SeleniumRichChain.sol:StandardToken:transferFrom(address,address,uint256)","    function transferFrom(address _from, address _to, uint256 _value) returns (bool success) {
        if (balances[_from] >= _value && allowed[_from][msg.sender] >= _value && _value > 0) {
            balances[_to] += _value;
            balances[_from] -= _value;
            allowed[_from][msg.sender] -= _value;
            Transfer(_from, _to, _value);
            return true;
        } else { return false; }
    }
",no comment,"
    /// @notice send `_value` token to `_to` from `_from` on the condition it is approved by `_from`
    /// @param _from The address of the sender
    /// @param _to The address of the recipient
    /// @param _value The amount of token to be transferred
    /// @return Whether the transfer was successful or not
",5,5,1.0
"0x4d829f8c92a6691c56300d020c9e0db984cfe2ba/CoinCrowdToken.sol:StartToken:decreaseApproval(address,uint256)","  function decreaseApproval(address _spender, uint _subtractedValue) public whenStarted returns (bool success) {
    return super.decreaseApproval(_spender, _subtractedValue);
  }
",no comment,"
    /**
       @dev approve should only be called when allowed[_spender] == 0. To alter the
       @dev allowed value it is better to use this function, because it is safer.
       @dev (And making `approve` safe manually would require making two calls made in separate blocks.)

       This method was adapted from the one in use by the MonolithDAO Token.
    */
",4,4,1.0
0x5d5cd6acc5ec2485bc52517b144081634aba9b41/game.sol:owned:transferOwnership(address),"    function transferOwnership(address newOwner) onlyOwner {
        owner = newOwner;
    }
",no comment,"
  /**
   * @dev Allows the current owner to set the pendingOwner address.
   * @param newOwner The address to transfer ownership to.
   */
",4,5,1.0
